FrameNumber,dx,dy,X,Y
870,2.14,-1.89,-16.52,-2.29
871,2.6,-3.56,-18.11,-0.32
872,11.15,-16.84,-20.11,3.25
873,3.44,-4.53,-20.11,3.25
874,3.4,-3.75,-22.88,7.67
875,2.84,-2.59,-25.52,11.17
876,5.41,-4.61,-27.51,13.39
877,2.04,-1.33,-32,17.55
878,1.65,-1.18,-32.98,18.3
879,1.19,-0.26,-33.53,18.87
880,0.79,-0.08,-33.6,18.5
881,0.13,0.5,-33.27,17.96
882,-0,-0,-32.28,16.86
883,-0.76,0.95,-31.2,16.3
884,-2.02,1.65,-29.4,14.81
885,-2.96,3.17,-26.4,12.66
886,-3.47,2.04,-22.56,9.07
887,-4.17,1.79,-18.34,6.73
888,-14.68,13.01,-13.57,4.72
889,-4.87,2.08,-13.57,4.72
890,-4.7,1.86,-8.24,2.48
891,-4.52,2.74,-3.26,0.54
892,-190.98,232.86,1.37,-2.22
893,0.31,-0.86,1.37,-2.22
894,0.13,-0.57,1.02,-1.29
895,-0.06,-0.79,0.85,-0.68
896,-0.14,-1.82,0.88,0.13
897,0.67,-6.6,0.99,1.95
898,0.16,-3.86,0.29,8.48
899,0.64,-3.9,0.12,12.06
900,1.57,-6.36,-0.52,15.56
901,0.86,-3.14,-2.07,21.4
902,0.06,-6.25,-2.87,23.83
903,3.8,-0.69,-2.84,29.28
904,0.43,-2.32,-6.54,28.99
905,-0.87,-1.92,-6.75,30.35
906,-0.2,-0.43,-5.66,31.26
907,0.18,0.31,-5.27,30.66
908,0.66,0.28,-5.27,29.32
909,0.69,0.3,-5.76,28.07
910,0.78,0.24,-6.26,26.84
911,0.93,-0.13,-6.83,25.71
912,-0.1,-0.47,-7.54,24.98
913,-0.7,-0.8,-7.18,24.62
914,-0.52,-0.39,-6.25,24.6
915,0,0,-5.52,24.17
916,0.03,0.09,-5.33,23.36
917,4.14,1.46,-5.19,22.49
918,0.1,-0.24,-9.16,20.28
919,-1.05,-1.26,-8.95,19.85
920,-1.1,-0.9,-7.61,20.44
921,-0.78,-0.43,-6.25,20.66
922,0.66,0.49,-5.27,20.4
923,1.46,0.51,-5.76,19.23
924,2.63,2.95,-7.03,18.08
925,0.97,0.58,-9.43,14.53
926,0.33,-1.06,-10.08,13.46
927,-0.86,-2.99,-10.07,14.07
928,-2.07,-2.87,-8.88,16.6
929,-1.32,-1.45,-6.51,18.92
930,-0.31,-0.53,-4.97,19.74
931,0.75,-0.05,-4.5,19.61
932,1.82,0.31,-5.1,19.01
933,1.83,0.98,-6.75,18.06
934,-0,-0,-8.36,16.48
935,1.13,2.26,-8.08,15.93
936,2.72,1.8,-8.94,13.14
937,1.53,0.51,-11.36,10.9
938,-1.25,-2.45,-12.51,10.03
939,-2.77,-3.21,-10.84,12.14
940,-1.24,-1.62,-7.72,14.94
941,0.52,-0.75,-6.22,16.07
942,1.47,0.36,-6.53,16.28
943,0.91,0.82,-7.78,15.38
944,0.89,1.92,-8.43,14.04
945,-0.04,0.98,-9.04,11.66
946,-1.12,-0.66,-8.69,10.29
947,-0,-0,-7.28,10.61
948,-2.77,-3.08,-7.04,10.25
949,-1.44,-0.85,-4.03,12.99
950,-0.46,-0.66,-2.45,13.41
951,0.2,-0.81,-1.92,13.62
952,1.22,-0.78,-2.05,13.98
953,1.68,-0.29,-3.21,14.29
954,2.75,0.89,-4.78,14.1
955,3.73,1.8,-7.38,12.74
956,3.55,2.43,-10.86,10.51
957,2.65,3.08,-14.05,7.73
958,1.19,1.78,-16.23,4.39
959,-0.55,-0.37,-16.89,2.47
960,1.05,-9.59,-15.77,2.76
961,1.54,-0.12,-16.3,12.25
962,2.19,0.26,-17.29,11.96
963,2.57,0.64,-18.9,11.3
964,2.36,1.46,-20.84,10.28
965,0.55,2.28,-22.51,8.48
966,-1.03,2.95,-22.31,5.91
967,1.72,3.94,-20.53,2.77
968,0.49,4.75,-21.57,-1.26
969,-0.5,-1.47,-21.34,-5.98
970,-6.03,-1.33,-20.14,-4.3
971,0.33,2.35,-13.44,-2.83
972,1.02,3.39,-13.31,-5.08
973,0.03,-1.71,-13.89,-8.3
974,-0.7,0.58,-13.46,-6.31
975,1.6,0.98,-12.31,-6.68
976,1.71,2.75,-13.5,-7.44
977,0.38,1.33,-14.76,-9.93
978,-1.92,-2.94,-14.65,-10.93
979,-3.92,-7.62,-12.24,-7.63
980,1.03,1.22,-7.91,0.24
981,0.01,1.46,-8.67,-0.99
982,0.07,0.96,-8.39,-2.42
983,-0.46,-0.18,-8.18,-3.3
984,-0.66,-0.64,-7.45,-3.01
985,-0.49,-0.36,-6.55,-2.26
986,-0.63,-0.12,-5.84,-1.82
987,-0.28,-0.26,-5.02,-1.65
988,0.26,-0.33,-4.57,-1.33
989,0.48,-0.56,-4.68,-0.95
990,0.9,-0.88,-5,-0.36
991,0.72,-1.63,-5.73,0.54
992,0.66,-1.57,-6.26,2.14
993,1,-0.18,-6.71,3.65
994,1.03,1.31,-7.48,3.71
995,1.87,1.2,-8.26,2.27
996,2.21,1.3,-9.86,1
997,2.69,3.2,-11.74,-0.33
998,2.09,3.98,-14.04,-3.52
999,0.96,1.14,-15.66,-7.38
1000,-1.22,-1.31,-16.09,-8.27
1001,-7.18,-5.76,-14.34,-6.68
1002,1.16,2.26,-6.68,-0.7
1003,0.54,3.27,-7.62,-2.94
1004,0.52,0.71,-7.91,-6.11
1005,-1.2,-2.57,-8.16,-6.62
1006,-3.1,-4.43,-6.69,-3.83
1007,-1.76,-2.3,-3.37,0.72
1008,0.46,-0.98,-1.5,2.99
1009,-0.2,0.18,-1.9,3.87
1010,-0.52,0.88,-1.64,3.56
1011,0.45,1.58,-1.06,2.56
1012,0.17,1.22,-1.48,0.89
1013,-0.44,0.78,-1.6,-0.36
1014,-1.1,-0.06,-1.11,-1.13
1015,-1.2,0.04,0.03,-1.03
1016,-1.33,0.08,1.23,-1.03
1017,-1.11,-0.09,2.52,-1.07
1018,-1.04,-0.34,3.54,-0.94
1019,-1.24,-0.35,4.46,-0.58
1020,-0.63,-0.41,5.55,-0.2
1021,-0.78,-0.46,5.99,0.22
1022,-0.7,-0.55,6.58,0.67
1023,-0.44,-0.34,7.06,1.19
1024,0.19,-0.24,7.27,1.5
1025,-0.22,-0.34,6.84,1.69
1026,-0.16,-0.19,6.83,1.97
1027,0.31,0.07,6.76,2.09
1028,0.12,0.12,6.22,1.95
1029,-0.02,0.2,5.9,1.77
1030,-1.4,-0.51,5.72,1.5
1031,0.11,-0.13,6.93,1.96
1032,-0.58,0.09,6.59,2.02
1033,-0.03,-0.02,6.96,1.87
1034,0.11,0.15,6.76,1.83
1035,0.43,0.17,6.42,1.62
1036,0.34,-0.11,5.78,1.39
1037,-0.24,0.08,5.24,1.46
1038,-0.37,-0.12,5.31,1.33
1039,-0.85,-0.15,5.51,1.41
1040,-0.65,-0.07,6.18,1.51
1041,-0.39,0.12,6.62,1.53
1042,-0.64,-0.05,6.79,1.36
1043,-0.48,0.14,7.2,1.37
1044,-1,0.5,7.43,1.19
1045,-0.45,-0.04,8.18,0.65
1046,-0.51,0.02,8.36,0.67
1047,-0.34,0.09,8.59,0.63
1048,-0.44,0.08,8.65,0.52
1049,-0.44,0.15,8.81,0.42
1050,-0.66,0.05,8.95,0.26
1051,-0.55,-0.02,9.31,0.2
1052,-0.74,0.04,9.55,0.21
1053,-0.74,0,9.97,0.16
1054,-0.3,-0.19,10.38,0.16
1055,-0.47,-0,10.33,0.34
1056,-0.33,-0.16,10.46,0.33
1057,-0.32,-0.14,10.45,0.47
1058,-0.53,-0.12,10.41,0.6
1059,-0.1,-0.2,10.59,0.7
1060,-0.32,-0.15,10.34,0.88
1061,0.01,-0.15,10.31,1
1062,-0.23,-0.22,9.96,1.11
1063,0.31,-0.08,9.86,1.3
1064,0.37,-0.12,9.23,1.34
1065,-0.03,0.04,8.55,1.41
1066,0.74,-0.22,8.29,1.33
1067,0.13,-0.09,7.27,1.5
1068,-0.06,-0.01,6.9,1.54
1069,-0.05,-0.21,6.73,1.5
1070,-0.1,0,6.56,1.66
1071,-0.04,-0.09,6.44,1.6
1072,0.23,0.09,6.27,1.63
1073,0.48,0.08,5.83,1.49
1074,0.31,0.14,5.16,1.36
1075,0.72,0.15,4.68,1.17
1076,0.39,0.25,3.81,0.98
1077,0.55,0.04,3.28,0.7
1078,0.21,0.16,2.62,0.63
1079,0.22,0.11,2.33,0.45
1080,-0.3,0.02,2.03,0.32
1081,-0.17,-0.03,2.26,0.29
1082,-0.21,-0.04,2.35,0.31
1083,-0.1,-0.08,2.49,0.34
1084,0.06,-0.16,2.5,0.42
1085,0.09,-0.13,2.36,0.57
1086,-0.08,-0.12,2.2,0.68
1087,-0.26,-0.03,2.21,0.78
1088,0.13,0.15,2.4,0.78
1089,0.08,-0.04,2.18,0.61
1090,0.24,0.05,2.03,0.63
1091,-0.16,-0.08,1.73,0.57
1092,0.12,-0.03,1.83,0.63
1093,0.03,0.13,1.64,0.63
1094,-0.61,0.12,1.56,0.48
1095,-0.46,0.16,2.11,0.34
1096,0.06,0.12,2.5,0.18
1097,-1.58,0.14,2.36,0.05
1098,-0.64,-0.04,3.87,-0.08
1099,-0.61,-0.02,4.38,-0.04
1100,-0.69,-0.01,4.85,-0.02
1101,-0.59,-0.13,5.37,-0.01
1102,-0.29,-0.03,5.78,0.12
1103,-0.25,0.08,5.87,0.15
1104,0.53,0.15,5.93,0.06
1105,0.15,0.6,5.2,-0.09
1106,-0.08,0.47,4.88,-0.69
1107,-0.48,0.68,4.79,-1.13
1108,0.74,0.37,5.12,-1.78
1109,-2.97,3.14,4.21,-2.09
1110,-1.28,3.23,7.04,-5.16
1111,-2.68,0.62,8.08,-8.22
1112,-10.12,6.1,10.49,-8.56
1113,-5.2,6.69,20.26,-14.38
1114,-4.33,7.26,24.78,-20.59
1115,-3.35,6.14,28.28,-27.17
1116,-2.56,5.02,30.69,-32.4
1117,-2.01,4.36,32.23,-36.35
1118,-1.4,3.53,33.17,-39.5
1119,-1.27,4.08,33.46,-41.71
1120,-1.31,4.68,33.61,-44.4
1121,-1.33,3.89,33.81,-47.6
1122,-1.55,3.06,34.01,-46
1123,-1.26,2.87,34.04,-46.99
1124,-1.28,1.71,35.36,-46
1125,-1.52,1.71,36.27,-47.23
1126,-1.64,1.61,36.28,-46.97
1127,-1.64,1.07,36.4,-46.62
1128,-1.52,1.07,36.52,-45.75
1129,-1.31,1.42,36.52,-44.91
1130,-1.38,1.35,36.31,-44.45
1131,-1.47,1.29,36.17,-43.95
1132,-1.46,1.11,36.13,-43.4
1133,-6.92,-4.99,36.08,-42.7
1134,1.59,-7.75,36.08,-42.7
1135,6.24,-18.07,36.08,-42.7
1136,8.18,-25.17,36.08,-42.7
1137,12.02,0.35,36.08,-42.7
1138,56.35,3.08,36.08,-42.7
1139,63.15,2.64,36.08,-42.7
1140,17.77,-4.41,36.08,-42.7
1141,38.5,2.88,36.08,-42.7
1142,33.96,4.6,36.08,-42.7
1143,-8.88,-4.85,36.08,-42.7
1144,5.52,0,43.45,-36.07
1145,-23.09,-5.24,36.12,-34.57
1146,38.65,4.37,36.12,-34.57
1147,-45.27,0.61,36.12,-34.57
1148,-99.33,-2.59,36.12,-34.57
1149,-320.91,6.19,36.12,-34.57
1150,-0.73,-14.9,36.12,-34.57
1151,-0.89,6.58,36.12,-34.57
1152,-0.96,5.17,35.5,-39.7
1153,-1.53,-2.04,34.98,-43.21
1154,-2.14,5.42,35.05,-39.37
1155,1.11,5.73,35.72,-43.14
1156,0,0,33.12,-47.07
1157,-1.94,13.71,31.74,-45.11
1158,1.41,5.09,31.74,-45.11
1159,1.63,5.21,29.01,-46
1160,1.76,4.65,25.85,-46
1161,-15.56,-0.41,22.44,-47.49
1162,-0.04,6.54,22.44,-47.49
1163,-2.55,14.05,21.4,-46
1164,-3.28,1.81,21.4,-46
1165,-1.97,0.42,24.65,-47.35
1166,0,-0,25.42,-45.45
1167,-3.71,-1.85,24.17,-43.22
1168,-3.15,-1.28,26.7,-39.25
1169,-2.73,-0.72,28.54,-36.05
1170,-1.72,-0.49,29.87,-33.56
1171,-1.52,-0.24,30.13,-31.43
1172,-1.76,0.01,30.17,-29.64
1173,-1.44,0.13,30.45,-28.2
1174,-1,0.05,30.4,-26.94
1175,-0.8,-0.08,29.91,-25.67
1176,-1.83,-0.37,29.37,-24.45
1177,-0.41,-0.33,30,-23.09
1178,0,0,29.2,-21.83
1179,-0.27,-0.22,28.12,-21.02
1180,-0.19,-0.08,27.45,-20.1
1181,1.85,1.32,26.72,-19.35
1182,0.37,0.8,23.98,-20.02
1183,0.37,0.96,22.81,-20.16
1184,0.17,0.84,21.69,-20.45
1185,-0.98,1.7,20.8,-20.61
1186,-1.15,0.81,21.08,-21.62
1187,-1.13,0.73,21.53,-21.72
1188,0,0,21.94,-21.72
1189,-0.92,0.5,21.21,-21
1190,-0.75,0.44,21.42,-20.8
1191,-0.88,0.42,21.45,-20.55
1192,-1.1,0.44,21.61,-20.29
1193,-1.2,0.47,22,-20.05
1194,-1.21,0.51,22.46,-19.85
1195,-1.06,0.45,22.92,-19.69
1196,-1.03,0.29,23.22,-19.49
1197,-0.42,0.63,23.48,-19.13
1198,2.9,0.59,23.11,-19.12
1199,0.97,-0.02,19.44,-19.08
1200,0.47,-0.03,17.82,-18.42
1201,0.26,-0.06,16.75,-17.78
1202,0.34,-0.26,15.93,-17.13
1203,0.65,-0.39,15.06,-16.3
1204,0.79,-0.46,13.9,-15.37
1205,2.88,2.68,12.65,-14.4
1206,-0.53,-0.94,9.35,-16.6
1207,-0.89,-0.92,9.56,-15.1
1208,-0,0,10.14,-13.68
1209,-0.95,-0.94,9.8,-13.23
1210,-1.69,0.88,10.42,-11.85
1211,-2.2,-0.53,11.77,-12.33
1212,-3.67,-1.06,13.58,-11.39
1213,-1.13,-0.69,16.79,-9.95
1214,-1.13,-0.65,17.36,-8.93
1215,-0.96,-0.57,17.91,-7.98
1216,-0.63,-0.58,18.27,-7.14
1217,-1.41,-0.45,18.29,-6.32
1218,-0.22,-0.06,19.09,-5.65
1219,-0.11,-0.38,18.68,-5.41
1220,-0.19,-0.57,18.17,-4.85
1221,-0.97,-1.45,17.75,-4.12
1222,-0.62,-0.71,18.12,-2.53
1223,-0.89,-0.54,18.14,-1.74
1224,-1.2,-0.41,18.42,-1.14
1225,-1.17,-0.24,19.02,-0.69
1226,-1.42,-0.07,19.55,-0.43
1227,0,-0,20.32,-0.34
1228,-1.47,-0,19.64,-0.33
1229,-1.39,0.06,20.46,-0.31
1230,-1.46,0.15,21.17,-0.36
1231,-1.77,0.21,21.93,-0.5
1232,-1.82,0.27,22.96,-0.69
1233,-3.19,0.46,24.02,-0.93
1234,-1.21,0.25,26.41,-1.36
1235,-1.07,0.15,26.74,-1.57
1236,-0.52,-0.05,26.92,-1.66
1237,-0.02,-0.19,26.54,-1.55
1238,0.15,-0.09,25.67,-1.32
1239,0.17,0.17,24.66,-1.19
1240,-0.09,1.11,23.67,-1.32
1241,-0.49,0.4,22.98,-2.39
1242,-1.28,0.41,22.7,-2.7
1243,-0.73,0.23,23.22,-3.03
1244,-0.57,0.14,23.18,-3.16
1245,-0.61,0.12,22.98,-3.19
1246,-0.48,0.03,22.82,-3.2
1247,-0.76,0.14,22.54,-3.13
1248,-0.68,0.06,22.55,-3.16
1249,-0.62,0,22.48,-3.12
1250,-0.01,0,22.35,-3.02
1251,-0.64,0.1,21.61,-2.92
1252,-0.67,0.38,21.53,-2.92
1253,-0.83,0.45,21.48,-3.2
1254,-1.52,0.79,21.59,-3.54
1255,-0.28,0.17,22.39,-4.21
1256,-0.25,0.01,21.92,-4.24
1257,0.05,-0.02,21.44,-4.12
1258,0.13,-0.12,20.68,-3.96
1259,-0,0.01,19.86,-3.71
1260,0.17,0.06,19.2,-3.6
1261,-0.24,0.15,18.39,-3.54
1262,-0,-0,18.02,-3.57
1263,-0.39,0.31,17.43,-3.45
1264,-0.48,0.36,17.24,-3.65
1265,-0.32,0.36,17.14,-3.89
1266,-0.85,1.51,16.89,-4.12
1267,0.2,0.25,17.18,-5.49
1268,0.28,0.3,16.41,-5.56
1269,0.33,0.07,15.58,-5.68
1270,0.45,0.12,14.73,-5.56
1271,0.22,0.16,13.79,-5.5
1272,-0,0,13.11,-5.47
1273,0.53,0.09,12.67,-5.29
1274,0.47,0.16,11.72,-5.21
1275,1.19,0.57,10.85,-5.19
1276,0.86,0.18,9.3,-5.59
1277,0.74,0.3,8.13,-5.58
1278,0.87,0.26,7.12,-5.69
1279,0.82,0.15,6.01,-5.76
1280,0.79,0.27,4.99,-5.71
1281,0.85,0.4,4.03,-5.79
1282,3.08,0.91,3.05,-6
1283,1.2,0.04,-0.13,-6.71
1284,2.3,-0.21,-1.33,-6.52
1285,1.06,-0.09,-3.59,-6.09
1286,0.73,0.11,-4.52,-5.8
1287,0.33,0.38,-5.1,-5.71
1288,0.14,0.39,-5.26,-5.9
1289,0.28,0.71,-5.23,-6.09
1290,0.54,0.83,-5.33,-6.6
1291,0.9,0.33,-5.69,-7.21
1292,1.36,-0.39,-6.4,-7.3
1293,1.67,-0.75,-7.55,-6.66
1294,1.33,-0.64,-8.97,-5.7
1295,0,-0,-10,-4.86
1296,1.51,-0.61,-9.67,-4.7
1297,0.32,0.1,-10.85,-3.93
1298,0.06,0.27,-10.81,-3.9
1299,-0.12,0.4,-10.5,-4.04
1300,-0.24,0.52,-10.03,-4.31
1301,-0.26,0.64,-9.45,-4.69
1302,-0.37,0.69,-8.88,-5.18
1303,-0.17,0.79,-8.22,-5.69
1304,-0.09,0.84,-7.77,-6.29
1305,-0.28,0.77,-7.43,-6.92
1306,-0.02,0.46,-6.9,-7.45
1307,-0,-0,-6.65,-7.67
1308,-0.1,1.09,-6.42,-7.41
1309,-0.18,0.58,-6.11,-8.25
1310,-0.04,0.65,-5.73,-8.56
1311,-0.37,0.72,-5.5,-8.92
1312,-0.47,0.79,-4.94,-9.35
1313,-0.33,0.66,-4.3,-9.82
1314,-0.4,0.78,-3.83,-10.16
1315,-0.59,0.96,-3.3,-10.6
1316,-0.61,0.92,-2.6,-11.21
1317,-0.95,0.77,-1.91,-11.75
1318,-0.91,0.58,-0.89,-12.13
1319,-1.23,0.41,0.05,-12.3
1320,-1.62,0.14,1.27,-12.3
1321,-2.44,-0.12,2.85,-12.02
1322,-3,-0.22,5.2,-11.51
1323,-3.53,-0.37,8.02,-10.91
1324,-31.05,-18.91,11.28,-10.17
1325,-5.49,-4.7,11.28,-10.17
1326,-6.01,-3.19,16.39,-5.14
1327,-3.96,-3.78,21.85,-1.78
1328,-3.32,-2.18,25.09,2.06
1329,-2.48,-1.66,27.57,4.17
1330,-3.34,-3.33,29.13,5.69
1331,-0.55,-0.53,31.5,8.83
1332,-0.8,-0.65,31.01,9.07
1333,-0.94,-0.77,30.77,9.42
1334,-0.92,-0.92,30.68,9.87
1335,-1.14,-1.31,30.58,10.46
1336,-1.05,-1.46,30.7,11.42
1337,-0.47,-3.4,30.72,12.49
1338,-0.3,-4.45,30.17,15.47
1339,-0.18,-5.05,29.46,19.41
1340,-0.17,-5.03,28.66,23.81
1341,-0.03,-3.76,27.87,28.05
1342,0.11,-1.86,26.97,30.88
1343,-0,-1.46,25.96,31.71
1344,-0.08,-1.11,25.09,32.1
1345,-0.12,-0.43,24.34,32.14
1346,0.17,-0.11,23.65,31.5
1347,0.17,0.47,22.69,30.56
1348,0.52,1.81,21.76,29.07
1349,0.77,2.82,20.52,26.29
1350,0.94,3.26,19.06,22.6
1351,0.92,2.43,17.49,18.59
1352,0.84,1.64,15.99,15.53
1353,0.9,0.59,14.61,13.38
1354,0.77,-0.35,13.23,12.34
1355,0.61,-1.32,12.02,12.28
1356,0.55,-1.71,11.01,13.19
1357,0.59,-2.31,10.09,14.46
1358,0.72,-2.94,9.16,16.29
1359,0.78,-2.82,8.13,18.69
1360,0.9,-3.4,7.08,20.88
1361,1,-3.6,5.94,23.59
1362,1.09,-3.59,4.74,26.41
1363,1.23,-3.43,3.5,29.12
1364,1.19,-4.27,2.15,31.58
1365,1.23,-4.48,0.88,34.8
1366,3.77,-6.4,-0.38,38.12
1367,1.11,-2.7,-4.13,43.25
1368,1.11,-4.55,-5.1,44.5
1369,0.99,-7.35,-6.04,47.57
1370,1.09,-9.74,-6.83,49
1371,1.04,-12.87,-7.69,49
1372,1.17,-15.37,-8.48,49
1373,1.16,-16.03,-9.37,49
1374,1.24,-16.75,-10.22,49
1375,1.41,-18.2,-11.11,49
1376,1.48,-17.91,-12.15,49
1377,1.15,-18.91,-13.23,49
1378,1.27,-20.26,-13.93,49
1379,0.77,-19.07,-14.74,49
1380,0.92,-18.04,-15.01,49
1381,0.84,-16.66,-15.43,49
1382,1.11,-14.84,-15.75,49
1383,1.46,-13.28,-16.33,49
1384,1.89,-11.96,-17.25,49
1385,2.27,-11.22,-18.57,49
1386,11.37,-37.22,-20.22,49
1387,3.34,-6.53,-20.22,49
1388,3.45,-5.4,-22.89,49
1389,3.41,-4.7,-25.57,49
1390,3.19,-4.26,-28.13,49
1391,3.15,-3.72,-30.39,49
1392,3.27,-2.57,-32.52,49
1393,2.95,-1.55,-34.71,49
1394,2.71,-1.41,-36.5,48.91
1395,2.47,-1.66,-37.99,48.7
1396,1.93,-0.73,-39.2,48.73
1397,2.46,-0.5,-39.82,47.84
1398,2.24,-0.57,-40.96,46.75
1399,1.33,-0.95,-41.83,45.76
1400,1.05,-1.3,-41.76,45.18
1401,0.65,-1.27,-41.42,44.98
1402,-0.09,-1.58,-40.69,44.75
1403,-0.56,-1.67,-39.24,44.84
1404,-0.6,-1.77,-37.38,45.02
1405,-1.13,-1.86,-35.53,45.29
1406,-1.41,-1.85,-33.22,45.64
1407,-1.53,-1.48,-30.71,45.98
1408,-1.27,-1.06,-28.15,45.93
1409,-1.33,-0.93,-25.95,45.45
1410,-1.76,-1.04,-23.75,44.86
1411,-1.43,-1.7,-21.2,44.41
1412,-1.6,-1.85,-19.07,44.63
1413,-1.42,-2.52,-16.83,45
1414,-0.63,-3.36,-14.85,46.02
1415,-0.44,-3.79,-13.73,47.84
1416,-0.16,-3.86,-12.83,49
1417,-0.2,-3.27,-12.24,49
1418,-0.52,-2.67,-11.63,49
1419,-1.27,-1.38,-10.72,49
1420,-2.15,-0.08,-9.09,48.75
1421,-2.31,1.7,-6.64,47.2
1422,-2.67,4.66,-4.11,43.93
1423,-21.72,37.22,-1.31,37.81
1424,-8.34,12.47,-1.31,37.81
1425,-9.71,11.49,7.07,24.08
1426,-10.98,11.85,16.55,11.79
1427,-8.95,7.62,26.97,-0.46
1428,-13.86,6.32,35.02,-8.06
1429,-15.77,5.78,47.72,-14.12
1430,-17.9,5.58,61.89,-19.43
1431,-14.1,4.25,65,-24.36
1432,-10.54,3.24,65,-27.8
1433,-12.13,3,65,-30.11
1434,-11.53,2.59,65,-32.11
1435,-8.93,1.87,65,-33.62
1436,-6.9,1.34,65,-34.37
1437,-7.12,1.72,65,-34.57
1438,-7.39,2.23,65,-35.13
1439,-6.79,2.28,65,-36.19
1440,-5.47,2.18,65,-37.26
1441,-2.98,1.4,65,-38.21
1442,-0.71,0.48,65,-38.33
1443,1.14,0.8,63.54,-37.53
1444,3.73,0.59,60.28,-37.08
1445,6.13,0.6,54.54,-36.44
1446,8.36,-0.12,46.59,-35.82
1447,10.19,-0.88,36.68,-34.52
1448,11.76,-3.42,25.26,-32.49
1449,12.23,-6.01,25.26,-32.49
1450,13.12,-8.45,25.26,-32.49
1451,19.09,-12.55,25.26,-32.49
1452,2.76,-4.18,25.26,-32.49
1453,2.71,-5.58,21.66,-27.23
1454,16.04,-16.84,18.22,-20.74
1455,9.34,-17.4,18.22,-20.74
1456,7.48,-13.78,18.22,-20.74
1457,8.77,-15.39,10.14,-6.26
1458,9.42,-10.94,10.14,-6.26
1459,12.47,-8.67,0.38,4.88
1460,11.96,-5.64,-12.1,13.39
1461,11.58,-4.21,-23.65,18.58
1462,9.31,-2.99,-34.44,22.17
1463,5.97,-1.89,-42.6,24.41
1464,3.76,-1.3,-47.15,25.5
1465,1.4,-1.53,-49.34,25.94
1466,0.02,-1.38,-49.1,26.61
1467,-0.6,-1.24,-47.48,27.11
1468,-1.46,-1.03,-45.3,27.44
1469,-2.03,-0.94,-42.33,27.56
1470,-1.56,-1.05,-38.89,27.58
1471,-0.82,-1.15,-36.04,27.7
1472,-0.84,-1.13,-34.01,27.93
1473,-0.39,-1.24,-32.04,28.12
1474,0.15,-0.78,-30.58,28.42
1475,0.58,-0.13,-29.7,28.25
1476,1.06,0.28,-29.29,27.44
1477,4.07,2.36,-29.38,26.25
1478,0.33,0.32,-32.47,23.02
1479,0.05,0.19,-31.72,21.93
1480,-0.3,-0,-30.71,21
1481,-0.62,-0.06,-29.38,20.31
1482,-0.95,-0.17,-27.79,19.69
1483,-1.31,-0.2,-25.91,19.21
1484,-1.35,-0.1,-23.74,18.77
1485,-1.31,-0.03,-21.6,18.25
1486,-1.25,-0.12,-19.57,17.67
1487,-0.92,0.12,-17.67,17.2
1488,-0.78,0.23,-16.16,16.5
1489,-0.44,0.31,-14.84,15.72
1490,-0.16,0.19,-13.91,14.88
1491,-0.07,0.27,-13.29,14.19
1492,-0.08,0.31,-12.78,13.46
1493,-0.11,0.32,-12.28,12.7
1494,-0.15,0.15,-11.76,11.96
1495,-0.23,0.06,-11.21,11.41
1496,-0.28,0.03,-10.61,10.97
1497,-0.32,-0.04,-9.97,10.57
1498,-0.37,-0.02,-9.32,10.26
1499,-0.9,-0.25,-8.64,9.94
1500,-0.06,0.01,-7.45,9.86
1501,-0.05,-0.03,-7.14,9.52
1502,0.06,-0.05,-6.86,9.23
1503,-0.01,0.02,-6.69,8.97
1504,0.03,-0.06,-6.46,8.65
1505,0.12,-0,-6.28,8.41
1506,0.18,0.05,-6.2,8.14
1507,0.1,-0.01,-6.17,7.82
1508,0.12,-0.03,-6.07,7.57
1509,-0.02,-0.08,-5.98,7.34
1510,-0.02,-0.05,-5.77,7.18
1511,-0.09,-0.1,-5.56,6.99
1512,-0.09,-0.14,-5.28,6.85
1513,-0.06,-0.07,-5.02,6.76
1514,-0.08,-0.09,-4.79,6.61
1515,-0.1,-0.09,-4.55,6.48
1516,0.05,-0.8,-4.29,6.35
1517,0.02,-0.13,-4.2,6.94
1518,0.1,-0.19,-4.08,6.84
1519,0.21,-0.14,-4.04,6.8
1520,0.14,-0.05,-4.12,6.71
1521,0.17,0.01,-4.12,6.54
1522,0.26,-0.37,-4.16,6.32
1523,0.09,-0.14,-4.28,6.47
1524,0.02,-0.13,-4.23,6.4
1525,-0.11,-0.11,-4.12,6.32
1526,-0.06,-0.07,-3.87,6.22
1527,-0.7,-0.33,-3.68,6.08
1528,-0.15,0.02,-2.85,6.2
1529,-0.14,0.02,-2.61,5.97
1530,-0.33,-0.06,-2.38,5.75
1531,0.01,-0,-1.98,5.62
1532,-0.12,0.11,-1.92,5.44
1533,-0.06,0.03,-1.73,5.15
1534,-0.18,0.19,-1.62,4.94
1535,-0.01,0.03,-1.38,4.59
1536,0.01,-0.04,-1.32,4.4
1537,0.07,-0.08,-1.29,4.3
1538,0.16,-0,-1.32,4.23
1539,0.12,-0.02,-1.44,4.09
1540,0.18,-0.14,-1.51,3.97
1541,0.05,-0.05,-1.64,3.98
1542,0.01,-0.03,-1.64,3.9
1543,-0,-0.07,-1.59,3.8
1544,0.14,0,-1.53,3.74
1545,0.04,0.03,-1.62,3.61
1546,0.08,-0.04,-1.61,3.46
1547,0.17,-0.01,-1.64,3.39
1548,0.55,-0.02,-1.75,3.29
1549,0.19,-0.02,-2.24,3.19
1550,0.17,-0.06,-2.36,3.11
